author,category,description,name,price,priceCurrency,ratingValue,pert_alcohol
Dave Broom,Single Malt Scotch,"
An extremely limited edition issued at last year’s Islay Jazz Fest, this was chosen by warehouseman Iain McArthur as a prime example of a ‘bodega’ sherry butt (see page XX for more on the ‘bodega’ process). It is, simply, massive, with concentrated soy/balsamic notes combining with hot embers, burning rosemary, fig, coffee, and candied peels. The smokiness is unrestrained on the tongue; all soot, earth, and a rolling wave of deep, pimento-accented meatiness leading to a kippery finish. Magnificent. (Distillery only) £80","Lagavulin 1993 Islay Jazz Festival bottling (bottled 2011), 55.4%",127.0,$,93,55.4
Jonny McCormick,Single Malt Scotch,"
Containing some precious closed distillery stocks, this feels like the height of luxury with its aromas of clove-studded oranges, cinnamon sticks, rich chocolate, and caramels. It’s slick and mouth-coating, emitting flavors of butter toffee, orange, and melted chocolate, with a nibble of ginger sponge, Jaffa cakes, and clove. It’s smooth and impeccably well mannered. (Global Travel Retail only)","Royal Salute 32 year old Union of the Crowns, 43%",380.0,$,93,43.0
Dave Broom,Single Malt Scotch,"
Bowmore lovers rarely get excited about the smokiness of their favorite single malt. Rather, they obsess about the tropical fruits that some old bottlings exhibit. Here is one such example. Initially the nose suggests verjus and linseed oil, but then peachiness rather than beachiness emerges. The smoke hits first on the tongue, backed up with mango and violet, then the tropical elements and the smoke play off each other up until a guava-laden finish. £120","The Whisky Exchange Masterpieces Range (distilled at Bowmore) 1990 (18 year old), 61.6%",191.0,$,93,61.6
Jonny McCormick,Blended Malt Scotch Whisky,"
There has been an excellent streak of Islay blended malts recently, and here is another worthy contender from the Spencerfield Spirit Company. This one offers the sizzle of bacon fat, thick clods of peat, cocoa, and breezy smoke. The rounded palate has sweet satsuma, spice, generous malty notes, and burnt caramel. The wafting smoke builds until it engulfs the back of the palate. You will be wanting one of these.","Sheep Dip Islay Blended Malt, 40%",60.0,$,93,40.0
Jonny McCormick,Blended Malt Scotch Whisky,"
Recognizably Spice Tree, but it’s richer, more dapper, traveling in style, and wearing better shoes. Peanut brittle, toasted coconut, and pale, light sherry. Honeyed palate with caramelized sugar, red apple, and red berry fruit before the gingersnaps and clove bite. It revs up with another spicy blast for the finish. A tasty fifth Tenth Anniversary bottling from Compass Box; just don’t let yesterday take up too much of today. (12,240 bottles)","Compass Box Spice Tree Extravaganza, 46%",140.0,$,93,46.0
Fred Minnick,Bourbon/Tennessee,"
A 7 year old single barrel. Fruit and flowers jump out of the glass, with caramel popcorn and dried apricot not far behind. Caramel, berry fruit, and baking spices develop into complex and rounded notes of crème brûlée, blackberries, blueberry pie, burnt brown sugar, coconut, and pumpkin pie with extra nutmeg. Long finish delivers a hint of peach cobbler crust. The perfect example of a below 90-proof whiskey with complexity. (Liquor Barn Springhurst exclusive)","Hancock’s Single Barrel Reserve, 44.45%",40.0,$,93,44.45
Dominic Roskrow,Dutch,"
From the distillery that received last year’s World Whisky award comes another contender for the title in 2013. This is called 100 because it’s 100 percent rye distilled in pot stills, 100 proof, and 100 months old (a bit over eight years). It’s big, and perfectly balanced between honey and fruit, sparkling distinctive raunchy spice, and a dash of ginger biscuits. This is rye to die for. Superb. €53","Millstone Rye 100, 50%",68.0,$,93,50.0
Jonny McCormick,Blended Malt Scotch Whisky,"
Without dredging up all the brouhaha over the particulars of the component malts, this exemplary whisky has a balance you could rest on a pinhead. Earthy peats, discarded fish boxes, and crisp bacon rind combine in a smokiness you can really get into, while there is honey sweetness, macadamia nuts, and a bouquet of early summer flowers. It dances upon the tongue, sweet with toasted spices, anchored by dark citrus, and with a telling waxiness to the mouthfeel. Get some.","Compass Box Flaming Heart 2015 Edition 15th Anniversary, 48.9%",150.0,$,93,48.9
Dominic Roskrow,Taiwanese Whisky,"
Surprise, surprise. This is like the school's best pitcher, who then steps onto the football team and throws for a game-winning touchdown. This is a whole new side to Kavalan. Remember Faith No More doing “Easy”? Having out-sherried and out-bourboned us with kickass rock-n-roll whisky, Kavalan goes for gentle and croony, with vanilla and honey. The coup de grace? Apple pie and cream morph into licorice and menthol. Exquisite. ","Kavalan Bourbon Oak, 46%",100.0,$,93,46.0
Jonny McCormick,Single Malt Scotch,"
Sherry cask matured in its entirety, this rich, southern Highland beauty exudes a perfume of deep orange, sweet cherry, plum, nutty fruitcake, and pleasant oak. Beautifully balanced, it showcases sweet orange, red fruits, baked Victoria plum, and brown sugar, while ginger and pepper sparkle across the tongue. Honey and stewed fruits mollify the throat. An absolute joy.","That Boutique-y Whisky Company (distilled at Glenturret) 35 year old, 48%",173.0,$,93,48.0
Gavin Smith,Single Malt Scotch,"
A triumphant expression including whisky distilled in 1990, 1992, and 1993 and matured in Spanish oak sherry butts. The nose offers creamy sweet sherry, figs, a hint of black treacle, cinnamon, and ripe cherries. The full palate yields sultanas, tangy citrus fruit, sweet oak, roasted chestnuts, and ginger. Lingering bright fruit notes in the finish, with raisins, plain chocolate, and cigar boxes. (1,487 bottles)","GlenDronach Grandeur 24 year old (Batch 9), 48.7%",750.0,$,93,48.7
John Hansell,Blended Scotch Whisky,"
Well-structured and masculine with its rich malty backbone and mouth-coating fruit. Yet, there’s a silky, seductive underbelly that’s very compelling. Notes of sultana, honey-drenched mandarin, ripe peach, thick toffee, and anise, with a peppering of spice throughout, especially toward the finish, where a hint of smoke emerges. The grain whisky enhances the blend’s allure by cutting through the whisky’s viscosity, making it very more-ish. I love the combination of drinkability, flavor, complexity, and balance in this blend. Very versatile. Single malt drinkers will thoroughly enjoy this experience. (Note: at this time, this whisky is not sold in the U.S.)
","Cutty Sark, 25 year old, 45.7%",170.0,$,93,45.7
Jonny McCormick,Single Malt Scotch,"
This has the poise and physique of a classic sherried Macallan. Hazelnut, mixed peel, peach cobbler, and wood spices form a delightful olfactory combination. Warm, weighty sherry notes bathe the mouth with ginger loaf, milk chocolate chunks, and espresso in support, lilting toward a lip-smacking finish of peach melba and amontillado sherry. It’s increasingly rare to find a top-quality aged independent Macallan, so don’t miss out.","That Boutique-y Whisky Company (distilled at Macallan) 29 year old, 43.5%",560.0,$,93,43.5
John Hansell,Single Malt Scotch,"
Antique amber color. Mature complex aromas-especially in wood spice notes. In addition to wood spices, I also found notes of roasted nuts, coconuts, orange marmalade, anise, and subtle brine. Thick and syrupy in texture, with complex flavors that echo its aroma. The depth on the palate is incredible! Long lingering finish. 
","Springbank, 35 year old, 46%",580.0,$,93,46.0
John Hansell,Single Malt Scotch,"
Antique amber color. Ripe, fallen fruit aromas laced with coconut, marshmallow, and almonds. The sherry cask influence is very prominent on the nose, but the Springbank ""brine"" character still manages to fight through. Full bodied, with a soothing texture. Huge flavors with great balance and depth, consisting of exotic fruits, complex wood spices, brine, and coconut. Long, lingering satisfying finish. 
","Murray McDavid (distilled at Springbank) 1965, 34 year old, 46%",200.0,$,93,46.0
Gavin Smith,Single Malt Scotch,"
Glenmorangie Pride employs the use of Sauternes barriques to give a 10 year period of secondary maturation to a batch of spirit distilled in 1981. The result is a whisky with an intense, pungent, earthy nose; very complex, with polished old furniture notes, spices, oak tannins, and licorice. The palate is ‘full on’ for a Glenmorangie; waxy, with sherbet, honey, and baked apple, then orange marmalade, sultana, and a hint of smoke in the lengthy finish. Available July 1, 2011. Price is approximate.","Glenmorangie Pride 1981, 56.7%",,$,93,56.7
John Hansell,Bourbon/Tennessee,"
A significant improvement over the previous release in 2007, which I felt was the weakest of Buffalo Trace’s Antique Collection that year. Wheated bourbons, like William Larue Weller, lack the bold zing of rye, and therefore are vulnerable to being too tame, too easygoing, like the 2007 release. What wheated whiskeys gain in drinkability, they can lose in vibrancy and zest. The distiller might want to augment this, and a good way to do this is by increasing the oak impact (spice, resin, balancing dryness), as was done (quite masterfully, by the way) with this new expression. Sweet notes of vanilla custard, maple syrup, Demerara rum, shortbread cookie, and marzipan are balanced by raspberry jam, cinnamon, nutmeg, teaberry, and gentle oak resin that lingers on the finish. Great balance, too!
","William Larue Weller, 62.65%",65.0,$,93,62.65
John Hansell,Bourbon/Tennessee,"
Deep amber color. Rich, mature aroma of molasses, maple syrup, and leather, with background notes of creamy vanilla, tobacco, and subtle mint. Full, thick, mouth-coating body. Sweet up front (molasses, maple syrup, rich toffee, candied fruit), becoming spicy (vanilla, mint) and then dry with notes of leather and tobacco. Long, dry finish. 
","Eagle Rare, 17 year old, 1984, 45%",38.0,$,93,45.0
John Hansell,Bourbon/Tennessee,"
Complex fruit (clementine, pineapple, golden raisin) balanced nicely with honey, vanilla custard, and dusty corn, along with a sprinkling of cinnamon and nutmeg. An extremely versatile whiskey with its medium weight, easy to embrace personality, and subtle charms. Perennially one of the best values in whiskey. Editor's Choice and Value Pick.","Evan Williams Single Barrel 2005 Vintage (barrel #292), 43.3%",29.0,$,93,43.3
John Hansell,Bourbon/Tennessee,"
I really enjoy these older Eagle Rare whiskeys. They’re big, hearty whiskies that are very traditional in style, but have extra depth on the palate due to the extensive aging. Sweet notes (candy corn and toffee) meld nicely with underlying nuttiness (pecans, almonds), delicate spice (vanilla, cinnamon, mint), and a hint of leather. One of the best Eagle Rares I have ever tasted. 
","Eagle Rare, 17 year old, 45%",48.0,$,93,45.0
John Hansell,Single Malt Scotch,"
Aromatically fruity and quite full, with wonderful depth on the nose and palate. The fruit (golden raisins, apricot, red licorice, papaya) is balanced by restrained honey, vanilla, and fennel. The whisky is always dry but never excessively so. A delicious, ultra-mature whisky. 
","Duncan Taylor (distilled at Strathisla), 35 year old, Cask #7009, 45.1%",240.0,$,93,45.1
